,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
362,1384300800,444.97,372.17,380.04,36015.4,14780190.21,434.85,direct,
363,1384387200,447.49,402.54,434.85,31406.18,13453174.7,433.4,direct,
364,1384473600,457.92,412.97,433.4,28126.4,12273745.93,433.92,direct,
365,1384560000,476.94,427.98,433.92,19134.6,8737836.16,461.96,direct,
366,1384646400,536.75,456.98,461.96,26718.7,13340495.56,528.3,direct,
367,1384732800,787.93,521.98,528.3,72071.71,45461600.44,785.43,direct,
368,1384819200,900.92,502.61,785.43,99101.83,69095497.89,645.69,direct,
369,1384905600,649.99,453.29,645.69,91594.45,50748177.23,637.97,direct,
370,1384992000,784.32,595.19,637.97,38732.06,27128283.04,764.91,direct,
371,1385078400,821.99,682.28,764.91,30150.23,22686962.77,802.0,direct,
372,1385164800,890.03,799.54,802.0,21314.0,17908081.43,832.5,direct,
373,1385251200,854.99,745.21,832.5,25948.64,20776035.16,795.01,direct,
374,1385337600,849.99,758.95,795.01,26381.41,21438670.96,829.99,direct,
375,1385424000,974.96,825.08,829.99,31613.86,28285852.13,969.96,direct,
376,1385510400,1094.78,914.27,969.96,37859.08,37868643.04,1079.89,direct,
377,1385596800,1224.48,1032.06,1079.89,37396.83,42912383.44,1101.38,direct,
378,1385683200,1241.92,1049.96,1101.38,38706.56,45030632.96,1206.93,direct,
379,1385769600,1232.94,1150.16,1206.93,15096.04,18266602.22,1205.66,direct,
380,1385856000,1216.84,840.27,1205.66,79921.89,83244488.59,1004.39,direct,
381,1385942400,1117.73,974.97,1004.39,37044.53,39234863.12,1096.56,direct,
382,1386028800,1185.63,1064.91,1096.56,19341.01,21865760.51,1154.86,direct,
383,1386115200,1239.7,1131.35,1154.86,16296.85,19409766.71,1237.55,direct,
384,1386201600,1239.86,869.99,1237.55,58443.73,62292919.16,1106.35,direct,
385,1386288000,1118.93,800.07,1106.35,53517.57,50747162.61,845.02,direct,
386,1386374400,895.96,576.03,845.02,97662.51,70727083.16,697.02,direct,
387,1386460800,828.96,653.03,697.02,31210.25,23044397.34,803.96,direct,
388,1386547200,980.03,787.73,803.96,27625.6,24553208.51,918.95,direct,
389,1386633600,1067.7,911.96,918.95,22103.22,21734994.03,1033.72,direct,
390,1386720000,1056.76,856.06,1033.72,24360.35,23051224.54,919.93,direct,
391,1386806400,940.98,839.51,919.93,9913.21,8798283.62,899.98,direct,
392,1386892800,989.89,882.11,899.98,17372.49,16173632.88,936.77,direct,
393,1386979200,947.93,875.11,936.77,11589.8,10532106.73,908.94,direct,
394,1387065600,927.9,837.98,908.94,15165.03,13302074.9,919.88,direct,
395,1387152000,924.94,714.03,919.88,41325.66,32899151.97,759.92,direct,
396,1387238400,779.96,678.88,759.92,31714.24,22933905.57,714.97,direct,
397,1387324800,716.99,454.86,714.97,110503.1,62529030.46,540.98,direct,
398,1387411200,745.96,522.44,540.98,45761.94,29980041.32,731.95,direct,
399,1387497600,774.39,621.25,731.95,34767.79,24291048.02,649.96,direct,
400,1387584000,690.0,610.0,649.96,14728.3,9550420.56,640.48,direct,
401,1387670400,699.91,614.95,640.48,11630.96,7693603.71,639.49,direct,
402,1387756800,724.92,631.01,639.49,15066.3,10210388.76,713.24,direct,
403,1387843200,729.94,665.98,713.24,10945.64,7647250.76,702.75,direct,
404,1387929600,709.95,673.93,702.75,5343.91,3721814.74,707.25,direct,
405,1388016000,829.63,707.21,707.25,23529.7,18209291.31,801.98,direct,
406,1388102400,836.83,767.87,801.98,13884.58,11073604.45,803.05,direct,
407,1388188800,805.97,715.6,803.05,13341.62,10127883.44,761.99,direct,
408,1388275200,803.95,734.98,761.99,7035.87,5448579.59,784.96,direct,
409,1388361600,818.83,780.96,784.96,10482.78,8411786.62,804.83,direct,
410,1388448000,813.94,776.96,804.83,9167.06,7294004.88,805.94,direct,
411,1388534400,829.93,770.97,805.94,10757.23,8663855.98,815.94,direct,
412,1388620800,886.21,810.47,815.94,12811.63,10826907.96,856.91,direct,
413,1388707200,888.23,839.44,856.91,9709.01,8409629.11,884.26,direct,
414,1388793600,932.16,848.32,884.26,14239.01,12784626.88,924.69,direct,
415,1388880000,1029.86,911.36,924.69,21374.2,20789364.52,1014.74,direct,
416,1388966400,1093.44,964.74,1014.74,23076.53,23622237.65,1012.65,direct,
417,1389052800,1043.98,879.85,1012.65,22665.1,21753921.59,879.9,direct,
418,1389139200,966.9,858.9,879.9,14094.75,12942254.98,938.84,direct,
419,1389225600,964.64,866.55,938.84,14414.95,13202619.46,936.95,direct,
420,1389312000,964.84,905.88,936.95,6351.48,5909107.79,957.76,direct,
421,1389398400,1010.84,935.0,957.76,11181.63,10948175.25,1005.32,direct,
422,1389484800,1022.67,922.07,1005.32,9931.11,9620090.09,939.79,direct,
423,1389571200,949.24,879.94,939.79,10132.38,9220891.88,922.91,direct,
424,1389657600,942.47,904.19,922.91,4311.64,3960633.47,919.28,direct,
425,1389744000,973.09,915.06,919.28,6828.58,6448062.43,941.22,direct,
426,1389830400,955.53,910.5,941.22,5103.29,4720008.07,913.49,direct,
427,1389916800,929.75,867.22,913.49,10312.23,9203107.31,894.16,direct,
428,1390003200,924.74,884.74,894.16,6040.91,5493742.6,905.72,direct,
429,1390089600,958.07,901.88,905.72,7571.24,7071649.38,954.8,direct,
430,1390176000,980.54,925.96,954.8,10406.31,9981282.97,955.95,direct,
431,1390262400,974.25,943.18,955.95,6584.71,6289022.19,962.21,direct,
432,1390348800,973.94,934.95,962.21,4783.86,4503428.34,950.95,direct,
433,1390435200,958.06,936.27,950.95,1973.42,1839615.29,944.16,direct,
434,1390521600,949.52,902.89,944.16,6197.18,5684047.02,916.55,direct,
435,1390608000,978.41,915.86,916.55,8181.23,7797108.54,961.05,direct,
436,1390694400,1038.06,950.66,961.05,13073.84,13054605.53,1007.0,direct,
437,1390780800,1021.45,937.23,1007.0,8327.15,8052715.48,943.54,direct,
438,1390867200,972.61,911.65,943.54,10406.15,9757613.92,932.68,direct,
439,1390953600,950.56,918.86,932.68,5678.19,5254878.58,925.67,direct,
440,1391040000,953.24,909.46,925.67,5425.21,5026461.81,941.39,direct,
441,1391126400,954.71,924.59,941.39,4310.07,4024749.63,938.85,direct,
442,1391212800,969.19,927.8,938.85,4364.51,4118865.67,940.42,direct,
443,1391299200,959.38,934.41,940.42,1583.28,1495327.62,953.31,direct,
444,1391385600,959.58,931.67,953.31,2790.11,2601784.11,931.71,direct,
445,1391472000,949.1,900.76,931.71,4608.88,4250751.67,926.64,direct,
446,1391558400,939.75,890.05,926.64,7558.29,6865987.27,904.52,direct,
447,1391644800,908.77,800.93,904.52,18599.16,15719958.05,828.87,direct,
448,1391731200,833.07,651.73,828.87,49906.75,36412212.3,695.65,direct,
449,1391817600,719.26,632.08,695.65,22876.3,15503790.63,648.78,direct,
450,1391904000,694.12,622.53,648.78,19884.9,13186251.81,659.57,direct,
451,1391990400,700.04,500.04,659.57,40130.05,24334044.2,582.63,direct,
452,1392076800,609.71,550.22,582.63,16725.92,9621820.7,578.96,direct,
453,1392163200,585.12,511.9,578.96,21301.39,11628634.59,531.13,direct,
454,1392249600,549.2,451.33,531.13,28942.07,14394464.14,451.44,direct,
455,1392336000,500.03,302.18,451.44,65819.68,25084223.33,427.68,direct,
456,1392422400,447.94,310.08,427.68,50617.35,18299075.74,371.07,direct,
457,1392508800,540.03,220.37,371.07,86180.34,26267622.78,299.8,direct,
458,1392595200,411.21,263.36,299.8,51439.43,16532226.28,272.28,direct,
459,1392681600,370.12,248.31,272.28,48878.18,14130126.78,293.95,direct,
460,1392768000,308.63,257.24,293.95,31501.97,8618299.81,261.53,direct,
461,1392854400,271.61,109.22,261.53,102183.77,16608347.18,111.92,direct,
462,1392940800,160.15,91.66,111.92,82590.48,10115923.16,111.56,direct,
463,1393027200,290.59,96.72,111.56,72170.05,11838225.02,255.59,direct,
464,1393113600,349.15,220.31,255.59,38549.76,11158706.83,310.17,direct,
465,1393200000,316.88,131.85,310.17,95118.82,17929284.9,174.0,direct,
466,1393286400,174.64,102.33,174.0,30426.23,3993023.8,135.78,direct,
467,1393372800,650.0,522.84,135.78,602.49,383571.24,593.14,direct,
468,1393459200,629.9,580.5,593.14,497.8,322887.36,596.49,direct,
469,1393545600,599.0,570.0,596.49,505.86,321170.16,573.94,direct,
470,1393632000,564.07,262.77,573.94,404.38,250331.34,557.39,direct,
471,1393718400,562.93,541.54,557.39,826.76,469498.62,544.56,direct,
472,1393804800,695.44,545.42,544.56,1263.06,794976.61,662.18,direct,
473,1393891200,686.22,645.16,662.18,1365.98,947328.84,661.85,direct,
474,1393977600,665.97,636.77,661.85,1259.48,855787.67,658.3,direct,
475,1394064000,661.83,636.22,658.3,2067.16,1367401.19,648.26,direct,
476,1394150400,655.2,600.31,648.26,2336.74,1498290.21,616.73,direct,
477,1394236800,625.68,588.58,616.73,2166.01,1335982.88,609.21,direct,
478,1394323200,637.6,598.51,609.21,1950.45,1209993.27,627.05,direct,
479,1394409600,633.68,594.7,627.05,2627.73,1648979.94,612.97,direct,
480,1394496000,619.7,599.92,612.97,2432.39,1520733.14,608.69,direct,
481,1394582400,640.79,608.2,608.69,3194.67,2022394.16,619.43,direct,
482,1394668800,636.13,616.06,619.43,3410.64,2168407.82,625.04,direct,
483,1394755200,631.23,610.61,625.04,4001.32,2514218.73,614.03,direct,
484,1394841600,628.83,609.18,614.03,3461.06,2168732.02,624.03,direct,
485,1394928000,627.28,613.17,624.03,3296.37,2055390.73,619.14,direct,
486,1395014400,622.49,602.74,619.14,3576.51,2227123.89,606.38,direct,
487,1395100800,611.72,585.66,606.38,3654.27,2234320.09,598.93,direct,
488,1395187200,607.08,590.14,598.93,3579.25,2164735.67,594.96,direct,
489,1395273600,598.41,560.35,594.96,4241.08,2471474.64,565.99,direct,
490,1395360000,587.42,540.22,565.99,3822.85,2173864.98,549.6,direct,
491,1395446400,569.96,537.16,549.6,3765.57,2078360.18,564.34,direct,
492,1395532800,564.32,538.63,564.34,4134.15,2286135.32,551.16,direct,
493,1395619200,572.52,531.27,551.16,3668.42,2024402.74,567.56,direct,
494,1395705600,569.66,550.43,567.56,3866.46,2172190.32,562.89,direct,
495,1395792000,575.42,546.26,562.89,3704.69,2087611.57,562.45,direct,
496,1395878400,567.75,460.45,562.45,3782.96,2010894.71,460.45,direct,
497,1395964800,514.95,453.75,460.45,4113.87,2022261.85,482.61,direct,
498,1396051200,494.28,473.78,482.61,4284.5,2087784.21,477.11,direct,
499,1396137600,479.04,424.03,477.11,3860.41,1769770.42,446.92,direct,
500,1396224000,473.43,422.49,446.92,4149.05,1850592.76,444.66,direct,
501,1396310400,487.35,438.03,444.66,3969.98,1845836.41,463.45,direct,
502,1396396800,480.27,409.25,463.45,4382.38,2004152.9,424.37,direct,
503,1396483200,448.74,386.67,424.37,4022.93,1708540.89,436.31,direct,
504,1396569600,456.46,415.51,436.31,2565.03,1127311.11,444.36,direct,
505,1396656000,461.17,439.37,444.36,1158.02,529964.03,456.63,direct,
506,1396742400,472.38,446.3,456.63,3591.85,1644846.68,455.69,direct,
507,1396828800,485.06,447.98,455.69,3954.49,1847982.3,462.38,direct,
508,1396915200,480.69,457.57,462.38,3906.04,1839605.16,466.56,direct,
509,1397001600,479.66,451.07,466.56,3881.54,1809262.89,457.34,direct,
510,1397088000,463.45,384.63,457.34,3647.72,1547153.29,384.63,direct,
511,1397174400,450.4,355.71,384.63,5162.96,2175242.95,435.14,direct,
512,1397260800,469.83,428.02,435.14,5188.34,2293511.2,437.65,direct,
513,1397347200,454.15,409.85,437.65,4972.43,2143146.77,427.6,direct,
514,1397433600,497.83,420.08,427.6,7624.33,3546258.23,478.38,direct,
515,1397520000,526.63,466.43,478.38,7999.66,3945871.12,526.43,direct,
516,1397606400,549.05,496.08,526.43,8059.05,4192651.96,536.95,direct,
517,1397692800,537.03,486.89,536.95,8003.07,4097576.42,502.0,direct,
518,1397779200,512.15,472.0,502.0,8359.97,4112826.37,485.52,direct,
519,1397865600,516.89,473.16,485.52,8375.39,4154929.41,506.02,direct,
520,1397952000,522.22,488.69,506.02,7684.61,3879198.08,498.51,direct,
521,1398038400,524.67,490.66,498.51,7351.96,3688692.95,495.16,direct,
522,1398124800,520.51,483.39,495.16,5681.23,2824567.04,487.91,direct,
523,1398211200,509.96,482.25,487.91,4743.76,2340457.5,487.3,direct,
524,1398297600,507.33,477.22,487.3,4227.98,2075376.08,500.29,direct,
525,1398384000,502.49,438.33,500.29,6445.92,3000226.26,464.49,direct,
526,1398470400,468.68,448.57,464.49,6894.1,3157540.11,457.87,direct,
527,1398556800,461.4,437.39,457.87,6960.48,3154922.76,443.18,direct,
528,1398643200,451.12,420.78,443.18,4543.04,2004954.25,441.92,direct,
529,1398729600,453.78,430.71,441.92,3721.09,1670352.0,446.12,direct,
530,1398816000,452.64,430.89,446.12,4084.26,1831533.23,445.63,direct,
531,1398902400,464.49,444.51,445.63,4198.81,1915772.6,460.13,direct,
532,1398988800,463.38,442.0,460.13,3377.59,1532239.38,453.67,direct,
533,1399075200,454.2,429.09,453.67,2576.42,1143291.68,438.65,direct,
534,1399161600,446.61,428.79,438.65,3373.67,1470650.15,436.05,direct,
535,1399248000,443.86,426.37,436.05,3042.43,1328247.91,430.87,direct,
536,1399334400,434.95,420.23,430.87,4184.68,1809731.58,432.19,direct,
537,1399420800,458.78,423.55,432.19,5031.0,2209759.82,446.55,direct,
538,1399507200,455.5,439.5,446.55,2543.19,1134338.74,441.11,direct,
539,1399593600,455.78,438.5,441.11,2266.91,1013830.03,445.45,direct,
540,1399680000,459.46,441.43,445.45,446.84,210112.72,451.9,direct,
541,1399766400,455.4,429.02,451.9,1890.97,845213.87,433.23,direct,
542,1399852800,441.07,430.19,433.23,1386.7,610287.27,438.21,direct,
543,1399939200,442.27,432.74,438.21,2651.68,1164049.43,433.92,direct,
544,1400025600,444.28,433.88,433.92,2200.61,978031.93,442.63,direct,
545,1400112000,450.03,441.47,442.63,2169.07,989003.27,448.1,direct,
546,1400198400,455.15,441.86,448.1,1758.25,799913.51,453.63,direct,
547,1400284800,455.94,452.23,453.63,1704.83,776390.65,452.79,direct,
548,1400371200,454.0,449.04,452.79,1449.47,653912.75,450.14,direct,
549,1400457600,451.69,441.2,450.14,1351.0,602742.49,443.9,direct,
550,1400544000,486.23,437.25,443.9,1899.12,883359.54,484.57,direct,
551,1400630400,495.21,481.73,484.57,1394.82,689104.32,488.84,direct,
552,1400716800,519.25,485.55,488.84,3124.47,1589075.16,515.36,direct,
553,1400803200,540.88,515.18,515.36,2763.64,1457339.18,518.09,direct,
554,1400889600,526.65,510.42,518.09,2857.47,1492790.86,520.46,direct,
555,1400976000,575.19,520.53,520.46,1873.75,1037758.33,570.44,direct,
556,1401062400,586.41,564.65,570.44,2958.74,1712997.86,582.01,direct,
557,1401148800,586.22,555.28,582.01,3353.12,1947436.25,570.1,direct,
558,1401235200,581.81,562.56,570.1,3569.69,2054559.38,570.84,direct,
559,1401321600,573.83,557.7,570.84,3734.36,2121556.72,564.42,direct,
560,1401408000,613.26,564.02,564.42,6205.87,3688564.78,612.35,direct,
561,1401494400,629.04,604.73,612.35,4409.91,2738340.83,627.91,direct,
562,1401580800,674.98,621.95,627.91,3552.12,2322782.86,649.79,direct,
563,1401667200,662.63,625.46,649.79,4134.25,2650871.52,655.49,direct,
564,1401753600,676.47,631.42,655.49,4360.3,2883100.21,669.43,direct,
565,1401840000,669.78,602.1,669.43,5597.3,3601867.65,638.93,direct,
566,1401926400,665.39,635.59,638.93,2761.43,1825395.47,660.18,direct,
567,1402012800,663.84,647.12,660.18,6035.98,3978265.23,650.41,direct,
568,1402099200,659.77,641.02,650.41,1968.61,1298892.32,651.67,direct,
569,1402185600,658.88,648.67,651.67,3313.68,2167689.11,651.05,direct,
570,1402272000,652.12,639.08,651.05,3258.34,2126014.84,644.35,direct,
571,1402358400,661.44,641.68,644.35,3558.54,2340867.13,655.62,direct,
572,1402444800,663.04,642.28,655.62,3800.84,2491455.0,642.95,direct,
573,1402531200,643.8,591.12,642.95,4586.48,2928622.01,597.13,direct,
574,1402617600,619.14,594.87,597.13,7545.7,4612164.04,610.35,direct,
575,1402704000,613.77,563.68,610.35,4999.15,2985483.68,583.42,direct,
576,1402790400,587.83,560.85,583.42,3942.88,2272289.86,582.29,direct,
577,1402876800,606.14,580.45,582.29,3991.36,2403694.57,599.08,direct,
578,1402963200,608.43,594.86,599.08,2999.39,1820590.33,605.09,direct,
579,1403049600,614.4,603.61,605.09,3312.07,2037434.53,606.21,direct,
580,1403136000,612.58,598.67,606.21,5601.33,3433287.5,600.17,direct,
581,1403222400,602.05,587.1,600.17,2153.94,1312852.79,590.75,direct,
582,1403308800,599.21,584.82,590.75,2282.89,1373722.22,597.04,direct,
583,1403395200,610.08,591.99,597.04,2036.79,1240859.44,603.62,direct,
584,1403481600,604.65,582.86,603.62,2652.78,1594834.62,591.17,direct,
585,1403568000,595.65,585.41,591.17,3077.48,1840620.26,588.77,direct,
586,1403654400,589.56,566.88,588.77,3090.79,1797681.03,568.45,direct,
587,1403740800,582.71,565.85,568.45,4147.81,2401035.72,582.7,direct,
588,1403827200,603.94,580.14,582.7,3388.65,2015064.28,602.23,direct,
589,1403913600,608.76,593.97,602.23,2938.93,1778752.3,597.56,direct,
590,1404000000,604.28,593.19,597.56,2892.18,1736172.85,601.06,direct,
591,1404086400,637.28,596.55,601.06,3832.86,2394861.38,635.14,direct,
592,1404172800,652.54,634.09,635.14,4106.32,2675353.96,643.19,direct,
593,1404259200,652.1,604.58,643.19,4784.21,3099761.96,645.72,direct,
594,1404345600,646.4,633.58,645.72,4010.26,2580980.48,638.03,direct,
595,1404432000,642.22,623.04,638.03,3601.75,2291612.17,623.96,direct,
596,1404518400,627.8,619.69,623.96,3247.38,2034965.63,622.96,direct,
597,1404604800,629.44,622.65,622.96,2700.79,1698242.23,626.65,direct,
598,1404691200,627.93,607.32,626.65,2529.86,1590944.74,613.6,direct,
599,1404777600,619.65,609.35,613.6,3206.28,2004899.12,615.32,direct,
600,1404864000,623.82,610.53,615.32,3066.24,1920482.89,623.0,direct,
601,1404950400,624.95,611.66,623.0,3604.7,2253171.2,618.39,direct,
602,1405036800,633.62,616.11,618.39,3124.17,1969199.34,632.9,direct,
603,1405123200,638.59,625.9,632.9,3433.0,2179286.05,635.9,direct,
604,1405209600,638.64,627.54,635.9,1703.49,1082830.37,628.03,direct,
605,1405296000,628.99,616.06,628.03,2553.73,1601572.72,618.32,direct,
606,1405382400,624.42,617.3,618.32,3693.18,2310446.24,619.6,direct,
607,1405468800,622.36,614.15,619.6,2997.32,1873008.17,614.8,direct,
608,1405555200,632.55,610.01,614.8,2922.04,1833775.87,626.58,direct,
609,1405641600,630.15,617.92,626.58,3344.66,2109225.77,627.47,direct,
610,1405728000,634.14,625.14,627.47,3961.13,2505181.18,627.04,direct,
611,1405814400,627.93,619.96,627.04,2302.87,1442853.55,620.98,direct,
612,1405900800,625.93,615.02,620.98,2534.07,1596614.67,625.13,direct,
613,1405987200,628.81,620.0,625.13,3277.44,2068876.01,622.53,direct,
614,1406073600,624.99,621.0,622.53,2170.81,1372935.87,621.69,direct,
615,1406160000,621.96,599.38,621.69,4740.92,2896094.23,601.87,direct,
616,1406246400,609.06,597.4,601.87,5919.22,3592179.37,600.5,direct,
617,1406332800,602.98,593.25,600.5,3478.73,2095634.61,596.0,direct,
618,1406419200,601.49,593.69,596.0,3530.72,2118021.68,595.03,direct,
619,1406505600,597.49,578.14,595.03,2331.14,1391966.02,587.93,direct,
620,1406592000,591.28,579.53,587.93,6719.13,3962906.1,585.77,direct,
621,1406678400,586.13,564.18,585.77,4103.24,2397473.33,564.64,direct,
622,1406764800,593.73,564.01,564.64,3523.28,2057947.94,589.52,direct,
623,1406851200,603.99,586.43,589.52,8925.21,5356663.39,598.78,direct,
624,1406937600,598.91,587.42,598.78,2122.58,1278807.32,591.72,direct,
625,1407024000,592.06,580.62,591.72,1263.34,752201.76,588.94,direct,
626,1407110400,595.09,586.49,588.94,3415.53,2047890.49,592.77,direct,
627,1407196800,594.25,585.44,592.77,4085.09,2429310.9,588.76,direct,
628,1407283200,593.79,587.2,588.76,3009.97,1785940.76,589.77,direct,
629,1407369600,595.08,587.92,589.77,2504.42,1485017.95,592.8,direct,
630,1407456000,608.2,592.08,592.8,3105.95,1873039.39,595.85,direct,
631,1407542400,595.56,587.41,595.85,1418.03,843722.69,589.52,direct,
632,1407628800,596.64,588.06,589.52,1337.97,796584.42,592.06,direct,
633,1407715200,593.62,571.72,592.06,2569.39,1512262.72,575.89,direct,
634,1407801600,578.29,561.98,575.89,3325.01,1894843.87,567.66,direct,
635,1407888000,573.51,523.15,567.66,4818.58,2659458.34,542.1,direct,
636,1407974400,544.94,495.94,542.1,10880.44,5608470.79,504.8,direct,
637,1408060800,515.24,483.21,504.8,4767.38,2407799.63,496.45,direct,
638,1408147200,524.25,483.24,496.45,3870.22,1956441.61,522.01,direct,
639,1408233600,524.71,478.22,522.01,3143.96,1584568.58,485.5,direct,
640,1408320000,493.26,449.95,485.5,6378.17,2991012.04,462.18,direct,
641,1408406400,487.05,455.8,462.18,5120.41,2458098.82,485.12,direct,
642,1408492800,521.84,468.51,485.12,5886.41,2965577.49,516.78,direct,
643,1408579200,537.17,511.36,516.78,5645.78,2974478.96,517.94,direct,
644,1408665600,524.44,500.57,517.94,6026.98,3116862.95,516.1,direct,
645,1408752000,516.82,493.98,516.1,3130.85,1596652.49,497.68,direct,
646,1408838400,514.82,496.81,497.68,2533.3,1294320.61,509.71,direct,
647,1408924800,511.33,499.71,509.71,2737.95,1409621.07,502.93,direct,
648,1409011200,516.04,501.81,502.93,3530.19,1831000.54,512.56,direct,
649,1409097600,527.37,512.66,512.56,3785.72,1982424.62,515.23,direct,
650,1409184000,521.59,503.34,515.23,4465.72,2307082.42,510.75,direct,
651,1409270400,515.18,506.69,510.75,3641.78,1876846.6,512.56,direct,
652,1409356800,512.91,503.12,512.56,2631.22,1337420.67,505.96,direct,
653,1409443200,508.34,478.31,505.96,6094.87,2982601.77,481.78,direct,
654,1409529600,487.47,471.78,481.78,6785.79,3261178.74,477.19,direct,
655,1409616000,486.99,470.54,477.19,6751.24,3291738.72,478.94,direct,
656,1409702400,487.29,476.82,478.94,6140.33,3018772.64,480.04,direct,
657,1409788800,498.47,476.26,480.04,8807.05,4345165.83,490.99,direct,
658,1409875200,495.02,483.07,490.99,6038.09,3013185.15,483.65,direct,
659,1409961600,491.38,480.79,483.65,3791.0,1883095.02,484.47,direct,
660,1410048000,490.72,478.49,484.47,3562.92,1755360.28,485.75,direct,
661,1410134400,487.02,469.5,485.75,8140.06,3948928.43,475.69,direct,
662,1410220800,478.6,467.52,475.69,7289.11,3529051.35,474.9,direct,
663,1410307200,491.04,471.57,474.9,8292.88,4058785.18,479.7,direct,
664,1410393600,488.92,474.57,479.7,6289.68,3086920.26,478.49,direct,
665,1410480000,479.71,471.14,478.49,5145.48,2514548.2,477.73,direct,
666,1410566400,480.64,474.64,477.73,5274.65,2569793.0,478.17,direct,
667,1410652800,480.33,471.96,478.17,4205.73,2031789.95,477.74,direct,
668,1410739200,479.28,473.7,477.74,5629.86,2753462.23,477.71,direct,
669,1410825600,478.81,463.95,477.71,6522.37,3139554.53,466.75,direct,
670,1410912000,469.39,458.27,466.75,7504.98,3522262.8,461.09,direct,
671,1410998400,462.26,408.77,461.09,8924.54,3946908.07,424.26,direct,
672,1411084800,429.17,386.1,424.26,14968.82,6062707.6,397.67,direct,
673,1411171200,427.69,387.5,397.67,14289.35,5919676.64,411.53,direct,
674,1411257600,415.07,394.52,411.53,10421.33,4229727.1,401.62,direct,
675,1411344000,410.75,398.6,401.62,13514.58,5531782.04,404.09,direct,
676,1411430400,445.51,394.75,404.09,17940.15,7490861.6,436.86,direct,
677,1411516800,439.19,422.1,436.86,21365.64,9217984.23,423.77,direct,
678,1411603200,427.55,409.56,423.77,14627.1,6143388.92,412.29,direct,
679,1411689600,416.42,399.7,412.29,12115.07,4966479.77,404.46,direct,
680,1411776000,407.07,394.69,404.46,9735.27,3950428.02,399.02,direct,
681,1411862400,402.27,374.12,399.02,13937.15,5453338.71,379.08,direct,
682,1411948800,389.26,372.63,379.08,20684.56,7924759.6,376.77,direct,
683,1412035200,395.18,374.73,376.77,16921.07,6520432.39,388.17,direct,
684,1412121600,395.13,381.11,388.17,17730.98,6892843.77,382.84,direct,
685,1412208000,385.59,371.2,382.84,14300.82,5471103.72,375.14,direct,
686,1412294400,378.22,362.81,375.14,16807.97,6278574.04,363.45,direct,
687,1412380800,369.88,327.1,363.45,23035.97,8050734.62,335.32,direct,
688,1412467200,344.25,294.92,335.32,29851.16,9512572.11,322.86,direct,
689,1412553600,347.94,303.05,322.86,41171.56,13642089.7,331.55,direct,
690,1412640000,345.51,321.74,331.55,30173.83,10076018.49,331.65,direct,
691,1412726400,351.64,325.43,331.65,21769.57,7413499.73,350.87,direct,
692,1412812800,384.61,347.57,350.87,35591.34,13020038.29,360.91,direct,
693,1412899200,378.13,353.32,360.91,28410.42,10394856.2,361.71,direct,
694,1412985600,370.15,350.49,361.71,13926.45,5049013.74,361.22,direct,
695,1413072000,374.57,352.25,361.22,11227.53,4077867.05,373.17,direct,
696,1413158400,391.22,366.04,373.17,23576.02,8935310.47,387.32,direct,
697,1413244800,407.74,385.72,387.32,28866.7,11549913.84,397.1,direct,
698,1413331200,397.87,388.23,397.1,22484.5,8867207.18,393.17,direct,
699,1413417600,398.84,371.56,393.17,20785.9,7999668.99,379.77,direct,
700,1413504000,384.76,372.42,379.77,16567.87,6324477.58,380.48,direct,
701,1413590400,395.71,373.58,380.48,9445.79,3657801.17,390.88,direct,
702,1413676800,394.49,383.92,390.88,5325.52,2088508.52,387.28,direct,
703,1413763200,387.77,378.42,387.28,10555.47,4075710.38,380.39,direct,
704,1413849600,388.24,377.42,380.39,9662.14,3745779.18,382.35,direct,
705,1413936000,383.69,376.97,382.35,10531.04,4064736.42,378.93,direct,
706,1414022400,381.08,353.48,378.93,19121.88,6999640.64,355.78,direct,
707,1414108800,360.87,351.41,355.78,20034.01,7185001.61,355.1,direct,
708,1414195200,356.57,341.53,355.1,14042.93,4929757.95,346.72,direct,
709,1414281600,356.8,344.19,346.72,11577.83,4076756.1,348.67,direct,
710,1414368000,356.35,344.93,348.67,10603.46,3777108.32,350.09,direct,
711,1414454400,355.72,348.27,350.09,9430.8,3372185.13,351.06,direct,
712,1414540800,352.83,334.72,351.06,12263.9,4259966.32,335.12,direct,
713,1414627200,350.38,333.44,335.12,16120.98,5522262.77,344.86,direct,
714,1414713600,347.97,336.08,344.86,14003.95,4814121.89,337.87,direct,
715,1414800000,339.0,320.74,337.87,13774.48,4540440.63,325.43,direct,
716,1414886400,329.76,319.81,325.43,11896.65,3878749.8,322.55,direct,
717,1414972800,332.85,321.67,322.55,13433.34,4435458.55,324.24,direct,
718,1415059200,328.75,320.11,324.24,15115.03,4955240.5,327.96,direct,
719,1415145600,341.98,326.52,327.96,15838.15,5342189.88,338.01,direct,
720,1415232000,351.14,335.74,338.01,15649.72,5388972.33,347.67,direct,
721,1415318400,351.61,340.18,347.67,15017.27,5215262.11,341.87,direct,
722,1415404800,346.29,339.8,341.87,8188.25,2834855.25,343.54,direct,
723,1415491200,362.21,341.78,343.54,12627.93,4466556.5,362.04,direct,
724,1415577600,374.67,356.6,362.04,22804.61,8387025.99,367.15,direct,
725,1415664000,370.99,361.87,367.15,15790.68,5817809.67,365.42,direct,
726,1415750400,442.73,365.81,365.42,38528.79,15737081.16,432.03,direct,
727,1415836800,480.45,390.88,432.03,58200.73,25304725.28,428.72,direct,
